recall_number,category,confidence
F-1957-2015,Bakery,high
F-1957-2016,Seafood,high
F-1957-2017,Plant Protein,high
F-1957-2018,Beverages,high
F-1957-2019,Produce,high
F-1958-2012,Bakery,high
F-1958-2013,Produce,high
F-1958-2014,Prepared/Frozen,high
F-1958-2015,Bakery,high
F-1958-2016,Seafood,high
F-1958-2017,Snacks/Candy,high
F-1958-2018,Beverages,high
F-1958-2019,Produce,high
F-1959-2012,Bakery,high
F-1959-2013,Supplements,high
F-1959-2014,Prepared/Frozen,high
F-1959-2015,Bakery,high
F-1959-2016,Seafood,high
F-1959-2017,Dairy,high
F-1959-2018,Produce,high
F-1959-2019,Produce,high
F-1960-2012,Bakery,high
F-1960-2013,Supplements,high
F-1960-2014,Prepared/Frozen,high
F-1960-2015,Bakery,high
F-1960-2016,Seafood,high
F-1960-2017,Grains/Cereal,high
F-1960-2018,Produce,medium
F-1960-2019,Produce,high
F-1961-2012,Bakery,high
F-1961-2013,Supplements,high
F-1961-2014,Dairy,high
F-1961-2015,Bakery,high
F-1961-2016,Seafood,high
F-1961-2017,Beef/Pork/Poultry/Game Meats,high
F-1961-2018,Produce,high
F-1961-2019,Produce,high
F-1962-2012,Bakery,high
F-1962-2013,Supplements,medium
F-1962-2014,Beverages,high
F-1962-2015,Bakery,high
F-1962-2016,Seafood,high
F-1962-2017,Beef/Pork/Poultry/Game Meats,high
F-1962-2018,Bakery,high
F-1962-2019,Produce,high
F-1963-2012,Bakery,high
F-1963-2013,Supplements,high
F-1963-2014,Beverages,high
F-1963-2015,Bakery,high
F-1963-2016,Seafood,high
F-1963-2017,Beef/Pork/Poultry/Game Meats,high
F-1963-2018,Beverages,medium
F-1963-2019,Snacks/Candy,high
F-1964-2012,Bakery,high
F-1964-2013,Supplements,high
F-1964-2014,Beverages,high
F-1964-2015,Bakery,high
F-1964-2016,Seafood,high
F-1964-2017,Beef/Pork/Poultry/Game Meats,high
F-1964-2018,Spices/Condiments,low
F-1964-2019,Snacks/Candy,high
F-1965-2012,Bakery,high
F-1965-2013,Beverages,high
F-1965-2014,Beverages,high
F-1965-2015,Bakery,high
F-1965-2016,Seafood,high
F-1965-2017,Grains/Cereal,high
F-1965-2018,Oils/Fats,medium
F-1965-2019,Snacks/Candy,high
F-1966-2012,Bakery,high
F-1966-2013,Beverages,high
F-1966-2014,Beverages,high
F-1966-2015,Bakery,medium
F-1966-2016,Seafood,high
F-1966-2017,Dairy,high
F-1966-2018,Snacks/Candy,high
F-1966-2019,Snacks/Candy,medium
F-1967-2012,Snacks/Candy,high
F-1967-2014,Beverages,high
F-1967-2015,Seafood,high
F-1967-2016,Bakery,high
F-1967-2017,Dairy,high
F-1967-2018,Snacks/Candy,high
F-1967-2019,Snacks/Candy,medium
F-1968-2012,Bakery,high
F-1968-2014,Prepared/Frozen,medium
F-1968-2015,Grains/Cereal,medium
F-1968-2016,Bakery,high
F-1968-2017,Dairy,high
F-1968-2018,Produce,high
F-1968-2019,Snacks/Candy,high
F-1969-2012,Bakery,high
F-1969-2014,Spices/Condiments,high
F-1969-2015,Grains/Cereal,medium
F-1969-2016,Dairy,medium
F-1969-2017,Dairy,high
F-1969-2018,Prepared/Frozen,medium
F-1969-2019,Snacks/Candy,high
F-1970-2012,Bakery,high
F-1970-2014,Snacks/Candy,medium
F-1970-2015,Spices/Condiments,high
F-1970-2016,Snacks/Candy,high
F-1970-2017,Dairy,high
F-1970-2018,Dairy,high
F-1970-2019,Produce,high
F-1971-2012,Produce,high
F-1971-2014,Nuts/Seeds,medium
F-1971-2015,Spices/Condiments,high
F-1971-2016,Prepared/Frozen,medium
F-1971-2017,Dairy,high
F-1971-2018,Supplements,high
F-1971-2019,Beverages,high
F-1972-2012,Produce,high
F-1972-2014,Plant Protein,high
F-1972-2015,Spices/Condiments,medium
F-1972-2016,Prepared/Frozen,medium
F-1972-2017,Dairy,low
F-1972-2018,Supplements,high
F-1972-2019,Seafood,high
F-1973-2012,Produce,high
F-1973-2014,Plant Protein,high
F-1973-2015,Spices/Condiments,high
F-1973-2016,Bakery,medium
F-1973-2017,Uncategorized,medium
F-1973-2018,Prepared/Frozen,medium
F-1973-2019,Seafood,high
F-1974-2012,Produce,medium
F-1974-2014,Dairy,high
F-1974-2015,Spices/Condiments,high
F-1974-2016,Produce,high
F-1974-2017,Dairy,medium
F-1974-2018,Produce,high
F-1974-2019,Seafood,high
F-1975-2012,Produce,high
F-1975-2014,Bakery,high
F-1975-2015,Spices/Condiments,high
F-1975-2017,Dairy,medium
F-1975-2018,Produce,high
F-1975-2019,Seafood,high
F-1976-2012,Produce,high
F-1976-2014,Bakery,high
F-1976-2015,Spices/Condiments,medium
F-1976-2016,Seafood,high
F-1976-2017,Uncategorized,medium
F-1976-2018,Produce,high
F-1976-2019,Seafood,high
F-1977-2012,Produce,high
F-1977-2014,Bakery,high
F-1977-2015,Spices/Condiments,high
F-1977-2016,Seafood,high
F-1977-2017,Dairy,medium
F-1977-2018,Produce,high
F-1977-2019,Seafood,high
F-1978-2012,Produce,high
F-1978-2014,Bakery,high
F-1978-2015,Spices/Condiments,medium
F-1978-2016,Seafood,high
F-1978-2017,Dairy,high
F-1978-2018,Produce,high
F-1978-2019,Seafood,high
F-1979-2012,Produce,high
F-1979-2014,Snacks/Candy,medium
F-1979-2015,Spices/Condiments,high
F-1979-2016,Seafood,high
F-1979-2017,Dairy,high
F-1979-2018,Produce,high
F-1979-2019,Seafood,high
F-1980-2012,Produce,high
F-1980-2015,Spices/Condiments,high
F-1980-2016,Seafood,high
F-1980-2017,Dairy,high
F-1980-2018,Spices/Condiments,high
F-1980-2019,Beverages,high
F-1981-2012,Produce,high
F-1981-2015,Spices/Condiments,high
F-1981-2016,Seafood,high
F-1981-2017,Dairy,high
F-1981-2018,Spices/Condiments,high
F-1981-2019,Produce,high
F-1982-2012,Produce,high
F-1982-2015,Spices/Condiments,high
F-1982-2016,Seafood,high
F-1982-2017,Dairy,medium
F-1982-2018,Supplements,high
F-1982-2019,Bakery,high
F-1983-2012,Produce,high
F-1983-2015,Spices/Condiments,high
F-1983-2016,Seafood,high
F-1983-2017,Plant Protein,medium
F-1983-2018,Supplements,high
F-1983-2019,Bakery,high
F-1984-2012,Nuts/Seeds,high
F-1984-2014,Bakery,high
F-1984-2015,Spices/Condiments,high
F-1984-2016,Seafood,medium
F-1984-2017,Plant Protein,high
F-1984-2018,Supplements,high
F-1984-2019,Spices/Condiments,medium
F-1985-2012,Dairy,high
F-1985-2014,Beverages,high
F-1985-2015,Spices/Condiments,high
F-1985-2016,Seafood,high
F-1985-2017,Snacks/Candy,high
F-1985-2018,Spices/Condiments,medium
F-1985-2019,Beverages,medium
F-1986-2012,Prepared/Frozen,medium
F-1986-2014,Plant Protein,low
F-1986-2016,Seafood,high
F-1986-2017,Beverages,low
F-1986-2018,Spices/Condiments,high
F-1986-2019,Beverages,medium
F-1987-2012,Bakery,high
F-1987-2014,Spices/Condiments,high
F-1987-2015,Spices/Condiments,high
F-1987-2016,Seafood,high
F-1987-2017,Beverages,low
F-1987-2018,Snacks/Candy,high
F-1987-2019,Beverages,medium
F-1988-2012,Bakery,high
F-1988-2014,Supplements,high
F-1988-2015,Spices/Condiments,medium
F-1988-2016,Seafood,high
F-1988-2017,Produce,high
F-1988-2018,Beverages,high
F-1989-2012,Bakery,high
F-1989-2014,Supplements,high
F-1989-2015,Spices/Condiments,high
F-1989-2016,Seafood,high
F-1989-2017,Baking Supplies,low
F-1989-2018,Bakery,high
F-1989-2019,Nuts/Seeds,high
F-1990-2012,Nuts/Seeds,high
F-1990-2015,Spices/Condiments,high
F-1990-2017,Baking Supplies,medium
F-1990-2019,Bakery,medium
F-1991-2012,Snacks/Candy,high
F-1991-2014,Snacks/Candy,medium
F-1991-2015,Spices/Condiments,high
F-1991-2016,Bakery,high
F-1991-2017,Baking Supplies,medium
F-1991-2018,Bakery,high
F-1991-2019,Dairy,medium
F-1992-2012,Produce,high
F-1992-2014,Snacks/Candy,medium
F-1992-2015,Spices/Condiments,high
F-1992-2016,Bakery,medium
F-1992-2017,Baking Supplies,low
F-1992-2018,Supplements,high
F-1992-2019,Seafood,high
F-1993-2012,Nuts/Seeds,high
F-1993-2014,Snacks/Candy,medium
F-1993-2015,Spices/Condiments,high
F-1993-2016,Bakery,medium
F-1993-2017,Bakery,medium
F-1993-2019,Seafood,high
F-1994-2012,Bakery,high
F-1994-2014,Snacks/Candy,high
F-1994-2015,Spices/Condiments,medium
F-1994-2016,Bakery,medium
F-1994-2017,Snacks/Candy,medium
F-1994-2019,Spices/Condiments,high
F-1995-2012,Produce,high
F-1995-2014,Snacks/Candy,high
F-1995-2015,Spices/Condiments,high
F-1995-2016,Bakery,high
F-1995-2017,Snacks/Candy,high
F-1995-2019,Snacks/Candy,medium
F-1996-2012,Produce,high
F-1996-2015,Spices/Condiments,high
F-1996-2016,Nuts/Seeds,high
F-1996-2017,Snacks/Candy,high
F-1996-2019,Grains/Cereal,high
F-1997-2012,Produce,high
F-1997-2015,Spices/Condiments,high
F-1997-2016,Produce,high
F-1997-2017,Snacks/Candy,medium
F-1997-2019,Grains/Cereal,high
F-1998-2012,Produce,high
F-1998-2015,Spices/Condiments,high
F-1998-2016,Uncategorized,low
F-1998-2017,Snacks/Candy,high
F-1998-2019,Grains/Cereal,medium
F-1999-2012,Produce,high
F-1999-2015,Spices/Condiments,high
F-1999-2016,Snacks/Candy,medium
F-1999-2017,Snacks/Candy,high
F-1999-2019,Grains/Cereal,high
F-2000-2012,Produce,low
F-2000-2015,Spices/Condiments,high
F-2000-2016,Snacks/Candy,medium
F-2000-2017,Snacks/Candy,medium
F-2000-2019,Grains/Cereal,high
F-2001-2012,Produce,medium
F-2001-2015,Spices/Condiments,medium
F-2001-2016,Snacks/Candy,high
F-2001-2017,Snacks/Candy,medium
F-2001-2019,Grains/Cereal,medium
F-2002-2012,Prepared/Frozen,medium
F-2002-2015,Spices/Condiments,high
F-2002-2016,Snacks/Candy,high
F-2002-2017,Snacks/Candy,high
F-2002-2019,Grains/Cereal,high
F-2003-2012,Prepared/Frozen,medium
F-2003-2015,Beef/Pork/Poultry/Game Meats,high
F-2003-2016,Beverages,high
F-2003-2017,Snacks/Candy,medium
F-2003-2019,Grains/Cereal,medium
F-2004-2012,Produce,medium
F-2004-2014,Spices/Condiments,high
F-2004-2015,Beef/Pork/Poultry/Game Meats,high
F-2004-2016,Beverages,high
F-2004-2017,Snacks/Candy,medium
F-2004-2019,Grains/Cereal,high
F-2005-2012,Produce,low
F-2005-2014,Dairy,high
F-2005-2015,Beef/Pork/Poultry/Game Meats,medium
F-2005-2016,Baking Supplies,low
F-2005-2017,Snacks/Candy,high
F-2005-2019,Grains/Cereal,high
F-2006-2012,Prepared/Frozen,medium
F-2006-2014,Dairy,high
F-2006-2015,Beef/Pork/Poultry/Game Meats,medium
F-2006-2016,Nuts/Seeds,high
F-2006-2017,Snacks/Candy,medium
F-2006-2019,Grains/Cereal,high
F-2007-2012,Produce,high
F-2007-2014,Spices/Condiments,high
F-2007-2015,Beef/Pork/Poultry/Game Meats,high
F-2007-2016,Nuts/Seeds,high
F-2007-2017,Snacks/Candy,high
F-2007-2019,Grains/Cereal,medium
F-2008-2012,Plant Protein,high
F-2008-2014,Nuts/Seeds,high
F-2008-2015,Beef/Pork/Poultry/Game Meats,medium
F-2008-2016,Nuts/Seeds,high
F-2008-2017,Snacks/Candy,high
F-2008-2019,Grains/Cereal,high
F-2009-2012,Spices/Condiments,medium
F-2009-2014,Nuts/Seeds,high
F-2009-2015,Spices/Condiments,high
F-2009-2016,Nuts/Seeds,high
F-2009-2017,Snacks/Candy,high
F-2009-2019,Grains/Cereal,medium
F-2010-2012,Spices/Condiments,medium
F-2010-2014,Baking Supplies,low
F-2010-2015,Prepared/Frozen,medium
F-2010-2016,Produce,medium
F-2010-2017,Snacks/Candy,medium
F-2010-2019,Grains/Cereal,high
F-2011-2012,Spices/Condiments,medium
F-2011-2014,Seafood,high
F-2011-2015,Prepared/Frozen,medium
F-2011-2016,Produce,high
F-2011-2017,Snacks/Candy,high
F-2011-2019,Grains/Cereal,high
F-2012-2012,Spices/Condiments,high
F-2012-2014,Seafood,high
F-2012-2015,Grains/Cereal,medium
F-2012-2016,Produce,high
F-2012-2017,Snacks/Candy,high
F-2012-2019,Grains/Cereal,high
F-2013-2012,Spices/Condiments,high
F-2013-2014,Bakery,high
F-2013-2015,Prepared/Frozen,high
F-2013-2016,Spices/Condiments,high
F-2013-2017,Snacks/Candy,high
F-2013-2019,Grains/Cereal,high
F-2014-2012,Produce,high
F-2014-2014,Spices/Condiments,medium
F-2014-2015,Snacks/Candy,medium
F-2014-2016,Spices/Condiments,high
F-2014-2017,Snacks/Candy,high
F-2014-2019,Grains/Cereal,medium
F-2015-2012,Seafood,high
F-2015-2014,Bakery,high
F-2015-2015,Snacks/Candy,high
F-2015-2016,Spices/Condiments,high
F-2015-2017,Snacks/Candy,high
F-2015-2019,Grains/Cereal,high
F-2016-2012,Prepared/Frozen,high
F-2016-2014,Bakery,high
F-2016-2015,Snacks/Candy,high
F-2016-2016,Bakery,medium
F-2016-2017,Snacks/Candy,high
F-2016-2019,Grains/Cereal,high
F-2017-2012,Nuts/Seeds,medium
F-2017-2014,Bakery,medium
F-2017-2015,Grains/Cereal,medium
F-2017-2016,Bakery,medium
F-2017-2017,Snacks/Candy,high
F-2017-2019,Grains/Cereal,medium
F-2018-2012,Prepared/Frozen,high
F-2018-2014,Spices/Condiments,high
F-2018-2015,Grains/Cereal,medium
F-2018-2016,Bakery,high
F-2018-2017,Snacks/Candy,high
F-2018-2019,Grains/Cereal,medium
F-2019-2012,Prepared/Frozen,high
F-2019-2014,Seafood,high
F-2019-2015,Grains/Cereal,medium
F-2019-2016,Bakery,high
F-2019-2017,Snacks/Candy,high
F-2019-2019,Grains/Cereal,medium
F-2020-2012,Prepared/Frozen,high
F-2020-2014,Seafood,high
F-2020-2015,Prepared/Frozen,high
F-2020-2016,Bakery,high
F-2020-2017,Snacks/Candy,high
F-2020-2019,Grains/Cereal,high
F-2021-2012,Prepared/Frozen,medium
F-2021-2014,Seafood,high
F-2021-2015,Eggs,high
F-2021-2016,Bakery,high
F-2021-2017,Snacks/Candy,medium
F-2021-2019,Grains/Cereal,medium
F-2022-2012,Prepared/Frozen,medium
F-2022-2014,Seafood,high
F-2022-2015,Seafood,high
F-2022-2016,Bakery,high
F-2022-2017,Snacks/Candy,medium
F-2022-2019,Grains/Cereal,high
F-2023-2012,Prepared/Frozen,medium
F-2023-2015,Spices/Condiments,high
F-2023-2016,Bakery,high
F-2023-2017,Snacks/Candy,medium
F-2023-2019,Grains/Cereal,high
F-2024-2012,Prepared/Frozen,high
F-2024-2014,Prepared/Frozen,medium
F-2024-2015,Prepared/Frozen,high
F-2024-2016,Bakery,high
F-2024-2017,Snacks/Candy,medium
F-2024-2019,Grains/Cereal,medium
F-2025-2012,Prepared/Frozen,medium
F-2025-2014,Prepared/Frozen,medium
F-2025-2015,Prepared/Frozen,high
F-2025-2016,Prepared/Frozen,high
F-2025-2017,Snacks/Candy,high
F-2025-2019,Grains/Cereal,medium
F-2026-2012,Prepared/Frozen,high
F-2026-2014,Nuts/Seeds,high
F-2026-2015,Snacks/Candy,medium
F-2026-2016,Prepared/Frozen,high
F-2026-2017,Snacks/Candy,high
F-2026-2019,Grains/Cereal,medium
F-2027-2012,Prepared/Frozen,high
F-2027-2014,Nuts/Seeds,high
F-2027-2015,Snacks/Candy,medium
F-2027-2016,Prepared/Frozen,medium
F-2027-2017,Snacks/Candy,medium
F-2027-2019,Grains/Cereal,high
F-2028-2012,Prepared/Frozen,high
F-2028-2014,Nuts/Seeds,high
F-2028-2015,Dairy,low
F-2028-2016,Prepared/Frozen,high
F-2028-2017,Snacks/Candy,high
F-2028-2019,Grains/Cereal,high
F-2029-2012,Prepared/Frozen,high
F-2029-2014,Spices/Condiments,high
F-2029-2015,Snacks/Candy,medium
F-2029-2016,Prepared/Frozen,high
F-2029-2017,Snacks/Candy,medium
F-2029-2019,Grains/Cereal,high
F-2030-2014,Spices/Condiments,low
F-2030-2015,Grains/Cereal,high
F-2030-2016,Prepared/Frozen,medium
F-2030-2017,Snacks/Candy,high
F-2030-2019,Grains/Cereal,medium
F-2031-2012,Produce,high
F-2031-2014,Supplements,high
F-2031-2015,Bakery,high
F-2031-2016,Prepared/Frozen,high
F-2031-2017,Snacks/Candy,high
F-2031-2019,Grains/Cereal,medium
F-2032-2012,Produce,high
F-2032-2014,Supplements,high
F-2032-2015,Spices/Condiments,high
F-2032-2016,Prepared/Frozen,high
F-2032-2017,Snacks/Candy,high
F-2032-2019,Grains/Cereal,medium
F-2033-2012,Produce,medium
F-2033-2014,Prepared/Frozen,medium
F-2033-2015,Bakery,high
F-2033-2016,Prepared/Frozen,low
F-2033-2017,Snacks/Candy,high
F-2033-2019,Grains/Cereal,medium
F-2034-2012,Prepared/Frozen,high
F-2034-2014,Grains/Cereal,high
F-2034-2015,Bakery,high
F-2034-2016,Bakery,high
F-2034-2017,Snacks/Candy,high
F-2034-2019,Grains/Cereal,medium
F-2035-2012,Dairy,high
F-2035-2014,Dairy,high
F-2035-2015,Bakery,high
F-2035-2016,Bakery,high
F-2035-2017,Snacks/Candy,high
F-2035-2019,Grains/Cereal,medium
F-2036-2012,Dairy,high
F-2036-2014,Snacks/Candy,high
F-2036-2015,Bakery,high
F-2036-2016,Produce,high
F-2036-2017,Snacks/Candy,high
F-2036-2019,Grains/Cereal,high
F-2037-2012,Dairy,high
F-2037-2014,Snacks/Candy,high
F-2037-2015,Produce,high
F-2037-2016,Seafood,high
F-2037-2017,Snacks/Candy,high
F-2037-2019,Grains/Cereal,medium
F-2038-2012,Dairy,high
F-2038-2014,Snacks/Candy,high
F-2038-2015,Produce,high
F-2038-2016,Plant Protein,high
F-2038-2017,Snacks/Candy,high
F-2038-2019,Grains/Cereal,medium
F-2039-2012,Dairy,medium
F-2039-2014,Snacks/Candy,high
F-2039-2015,Produce,high
F-2039-2016,Dairy,high
F-2039-2017,Snacks/Candy,high
F-2039-2019,Grains/Cereal,medium
F-2040-2012,Dairy,medium
F-2040-2014,Snacks/Candy,high
F-2040-2015,Produce,high
F-2040-2016,Produce,medium
F-2040-2017,Snacks/Candy,high
F-2040-2019,Grains/Cereal,high
F-2041-2012,Dairy,medium
F-2041-2014,Seafood,high
F-2041-2015,Supplements,high
F-2041-2016,Bakery,high
F-2041-2017,Snacks/Candy,high
F-2041-2019,Grains/Cereal,medium
F-2042-2012,Dairy,medium
F-2042-2014,Seafood,high
F-2042-2015,Grains/Cereal,medium
F-2042-2016,Bakery,high
F-2042-2017,Snacks/Candy,high
F-2042-2019,Grains/Cereal,high
F-2043-2012,Dairy,high
F-2043-2014,Non-Food Item,high
F-2043-2015,Bakery,high
F-2043-2016,Dairy,medium
F-2043-2017,Snacks/Candy,high
F-2043-2019,Grains/Cereal,high
F-2044-2012,Dairy,high
F-2044-2014,Seafood,medium
F-2044-2015,Bakery,high
F-2044-2016,Bakery,high
F-2044-2017,Snacks/Candy,high
F-2044-2019,Grains/Cereal,high
F-2045-2012,Dairy,medium
F-2045-2014,Nuts/Seeds,medium
F-2045-2015,Bakery,high
F-2045-2016,Dairy,medium
F-2045-2017,Snacks/Candy,high
F-2045-2019,Grains/Cereal,medium
F-2046-2012,Dairy,medium
F-2046-2014,Nuts/Seeds,low
F-2046-2015,Spices/Condiments,high
F-2046-2016,Bakery,high
F-2046-2017,Snacks/Candy,high
F-2046-2019,Grains/Cereal,high
F-2047-2012,Dairy,medium
F-2047-2014,Nuts/Seeds,low
F-2047-2015,Spices/Condiments,medium
F-2047-2016,Dairy,medium
F-2047-2017,Snacks/Candy,medium
F-2047-2019,Grains/Cereal,high
F-2048-2012,Dairy,medium
F-2048-2014,Nuts/Seeds,high
F-2048-2015,Spices/Condiments,medium
F-2048-2016,Dairy,high
F-2048-2017,Snacks/Candy,medium
F-2048-2019,Grains/Cereal,medium
F-2049-2012,Dairy,high
F-2049-2014,Dairy,high
F-2049-2015,Spices/Condiments,high
F-2049-2016,Dairy,medium
F-2049-2017,Snacks/Candy,high
F-2049-2019,Grains/Cereal,high
F-2050-2012,Dairy,medium
F-2050-2014,Supplements,low
F-2050-2015,Spices/Condiments,medium
F-2050-2016,Dairy,medium
F-2050-2017,Snacks/Candy,medium
F-2050-2019,Grains/Cereal,high
F-2051-2012,Dairy,medium
F-2051-2014,Snacks/Candy,high
F-2051-2015,Spices/Condiments,high
F-2051-2016,Bakery,low
F-2051-2017,Snacks/Candy,high
F-2051-2019,Grains/Cereal,medium
F-2052-2012,Dairy,medium
F-2052-2014,Produce,high
F-2052-2015,Spices/Condiments,medium
F-2052-2016,Dairy,high
F-2052-2017,Snacks/Candy,high
F-2052-2019,Grains/Cereal,high
F-2053-2012,Dairy,medium
F-2053-2014,Snacks/Candy,high
F-2053-2015,Spices/Condiments,medium
F-2053-2016,Bakery,medium
F-2053-2017,Snacks/Candy,medium
F-2053-2019,Grains/Cereal,medium
F-2054-2012,Dairy,medium
F-2054-2014,Supplements,high
F-2054-2015,Spices/Condiments,high
F-2054-2016,Prepared/Frozen,medium
F-2054-2017,Snacks/Candy,high
F-2054-2019,Bakery,medium
F-2055-2012,Dairy,high
F-2055-2014,Supplements,high
F-2055-2015,Spices/Condiments,medium
F-2055-2016,Bakery,medium
F-2055-2017,Snacks/Candy,medium
F-2055-2019,Prepared/Frozen,high
F-2056-2012,Dairy,medium
F-2056-2014,Seafood,high
F-2056-2015,Spices/Condiments,high
F-2056-2016,Bakery,medium
F-2056-2017,Snacks/Candy,medium
F-2056-2019,Beef/Pork/Poultry/Game Meats,low
F-2057-2012,Dairy,medium
F-2057-2014,Seafood,high
F-2057-2015,Spices/Condiments,high
F-2057-2016,Bakery,medium
F-2057-2017,Snacks/Candy,high
F-2057-2019,Nuts/Seeds,medium
F-2058-2012,Dairy,medium
F-2058-2014,Dairy,high
F-2058-2015,Spices/Condiments,low
F-2058-2016,Bakery,medium
F-2058-2017,Snacks/Candy,high
F-2058-2019,Snacks/Candy,medium
F-2059-2012,Dairy,high
F-2059-2014,Dairy,high
F-2059-2015,Spices/Condiments,medium
F-2059-2016,Bakery,medium
F-2059-2017,Snacks/Candy,high
F-2059-2019,Nuts/Seeds,medium
F-2060-2012,Dairy,medium
F-2060-2014,Dairy,high
F-2060-2015,Spices/Condiments,medium
F-2060-2016,Grains/Cereal,high
F-2060-2017,Snacks/Candy,high
F-2060-2019,Supplements,high
F-2061-2012,Dairy,medium
F-2061-2014,Supplements,high
F-2061-2015,Spices/Condiments,medium
F-2061-2016,Bakery,medium
F-2061-2017,Snacks/Candy,medium
F-2061-2019,Supplements,high
F-2062-2012,Dairy,high
F-2062-2014,Dairy,medium
F-2062-2015,Spices/Condiments,high
F-2062-2016,Grains/Cereal,high
F-2062-2017,Snacks/Candy,medium
F-2062-2019,Supplements,high
F-2063-2012,Dairy,medium
F-2063-2014,Dairy,medium
F-2063-2015,Spices/Condiments,high
F-2063-2016,Bakery,medium
F-2063-2017,Snacks/Candy,high
F-2063-2019,Supplements,high
F-2064-2012,Produce,high
F-2064-2014,Spices/Condiments,low
F-2064-2015,Spices/Condiments,high
F-2064-2016,Bakery,high
F-2064-2017,Snacks/Candy,high
F-2064-2019,Supplements,high
F-2065-2012,Produce,high
F-2065-2014,Spices/Condiments,medium
F-2065-2015,Spices/Condiments,medium
F-2065-2016,Supplements,high
F-2065-2017,Snacks/Candy,high
F-2065-2019,Beverages,medium
F-2066-2012,Produce,high
F-2066-2014,Uncategorized,medium
F-2066-2015,Spices/Condiments,medium
F-2066-2016,Supplements,high
F-2066-2017,Snacks/Candy,high
F-2066-2019,Beverages,medium
F-2067-2012,Produce,high
F-2067-2014,Produce,medium
F-2067-2015,Grains/Cereal,low
F-2067-2016,Supplements,high
F-2067-2017,Snacks/Candy,high
F-2068-2012,Produce,high
F-2068-2014,Dairy,high
F-2068-2015,Spices/Condiments,high
F-2068-2016,Supplements,high
F-2068-2017,Snacks/Candy,high
F-2068-2019,Snacks/Candy,medium
F-2069-2012,Produce,high
F-2069-2014,Dairy,high
F-2069-2015,Spices/Condiments,high
F-2069-2016,Supplements,high
F-2069-2017,Snacks/Candy,high
F-2069-2019,Snacks/Candy,medium
F-2070-2012,Produce,high
F-2070-2014,Dairy,high
F-2070-2015,Spices/Condiments,medium
F-2070-2016,Supplements,high
F-2070-2017,Snacks/Candy,medium
F-2070-2019,Eggs,high
F-2071-2012,Produce,high
F-2071-2014,Dairy,high
F-2071-2015,Spices/Condiments,medium
F-2071-2016,Supplements,high
F-2071-2017,Snacks/Candy,high
F-2071-2019,Eggs,high
F-2072-2012,Plant Protein,high
F-2072-2014,Dairy,high
F-2072-2015,Spices/Condiments,medium
F-2072-2016,Supplements,high
F-2072-2017,Snacks/Candy,high
F-2072-2019,Seafood,medium
F-2073-2012,Plant Protein,high
F-2073-2014,Spices/Condiments,high
F-2073-2015,Spices/Condiments,high
F-2073-2016,Supplements,high
F-2073-2017,Snacks/Candy,high
F-2073-2019,Seafood,medium
F-2074-2012,Plant Protein,medium
F-2074-2014,Spices/Condiments,high
F-2074-2015,Spices/Condiments,medium
F-2074-2016,Supplements,high
F-2074-2017,Snacks/Candy,high
F-2074-2019,Produce,high
F-2075-2012,Produce,high
F-2075-2014,Spices/Condiments,high
F-2075-2015,Spices/Condiments,medium
F-2075-2016,Supplements,high
F-2075-2017,Snacks/Candy,high
F-2075-2019,Produce,high
F-2076-2012,Produce,high
F-2076-2014,Spices/Condiments,high
F-2076-2015,Plant Protein,high
F-2076-2016,Supplements,high
F-2076-2017,Snacks/Candy,high
F-2076-2019,Produce,high
F-2077-2012,Produce,medium
F-2077-2014,Spices/Condiments,high
F-2077-2015,Seafood,high
F-2077-2016,Supplements,high
F-2077-2017,Snacks/Candy,high
F-2077-2019,Produce,high
F-2078-2012,Produce,medium
F-2078-2014,Prepared/Frozen,high
F-2078-2015,Bakery,high
F-2078-2016,Supplements,high
F-2078-2017,Snacks/Candy,high
F-2078-2019,Prepared/Frozen,high
F-2079-2012,Prepared/Frozen,high
F-2079-2014,Seafood,high
F-2079-2015,Bakery,high
F-2079-2016,Spices/Condiments,high
F-2079-2017,Snacks/Candy,medium
F-2079-2019,Seafood,high
F-2080-2012,Prepared/Frozen,high
F-2080-2014,Seafood,high
F-2080-2015,Snacks/Candy,medium
F-2080-2016,Spices/Condiments,high
F-2080-2017,Snacks/Candy,high
F-2080-2019,Beef/Pork/Poultry/Game Meats,high
F-2081-2012,Prepared/Frozen,medium
F-2081-2014,Seafood,high
F-2081-2015,Snacks/Candy,medium
F-2081-2016,Spices/Condiments,high
F-2081-2017,Snacks/Candy,high
F-2081-2019,Produce,high
F-2082-2012,Prepared/Frozen,low
F-2082-2014,Eggs,high
F-2082-2015,Plant Protein,high
F-2082-2016,Snacks/Candy,high
F-2082-2017,Bakery,medium
F-2082-2019,Produce,high
F-2083-2012,Prepared/Frozen,low
F-2083-2014,Snacks/Candy,medium
F-2083-2015,Plant Protein,high
F-2083-2016,Snacks/Candy,high
F-2083-2017,Bakery,medium
F-2083-2019,Produce,high
F-2084-2012,Prepared/Frozen,medium
F-2084-2014,Seafood,high
F-2084-2015,Plant Protein,high
F-2084-2016,Prepared/Frozen,medium
F-2084-2017,Plant Protein,medium
F-2084-2019,Spices/Condiments,high
F-2085-2012,Prepared/Frozen,medium
F-2085-2014,Produce,medium
F-2085-2015,Plant Protein,high
F-2085-2016,Grains/Cereal,low
F-2085-2017,Prepared/Frozen,high
F-2085-2019,Spices/Condiments,high
F-2086-2012,Prepared/Frozen,high
F-2086-2014,Beverages,medium
