recall_number,product_description
F-0376-2025,"Gardner's Candies Cappuccino Meltaway Bar 1.25 oz. (35g), Item Number: 15207/online website item number is 0015207, sold individually and; also as part of Gardner's Meltaway Treat Box 6 oz, Item Number: 50135 or online website item number is 0050135"
F-0196-2025,SIMPLE TRUTH	12/11.3oz GRDL WFL HSTYLE GF-SMPTR	UPC	011110105493
F-1688-2024,Wiers Farm - Habanero Peppers packaged into 1lb carton - 3lb per case
F-0886-2024,"HARD E6 1036 delivered as bulk product in approximately 50,000 lbs trailers"
F-0305-2025,"Item 18968101, 100138 ITALIAN MBALL DRY MIX EX, 40.84 lb. bag"
F-1242-2024,Jalapenos packed in 6lb 10oz cans. 6 cans per case
F-1538-2024,Diamond Shruumz Gummies - Mega/Extreme Dose Blue Razz Euphoria UPC 810133320346
F-1313-2024,"Grindsted(R) CFF 1455 Stabilizer System, 22.68 kg / 50 lb bag"
F-0582-2025,"Rajbhog Sweets Jelebi Yellow, 9.5 oz packages and sold by weight from bulk trays."
F-0888-2024,"R01001 ENR SPRING FLR delivered as bulk product in approximately 50,000 lbs trailers"
F-0254-2025,"Organic Hot Agave in the Raw, 10 oz."
F-1678-2024,Wiers Farm - Cubanelle packaged in 16oz plastic bag - 10 bags in a case
F-0092-2025,"Item 406897,UPC 13454 38407, Asian Style Stir Fry Single Serve OP no Trays 1/6.5 LB. Distributed by Fresh Creative Foods, Vista, CA."
F-0837-2024,GALBANI DOMESTIC MASCARPONE 1/5#  SUPC/ITEM # 19641
F-1714-2024,Panaderia Guatemex - Cortado Rojo packaged in plastic bag
F-0150-2025,BREAKFAST BEST 12/8 OZ GRDL HSTYLE PLNT BSD WFL-BKBST UPC 4061459885750
F-1223-2024,"Goya Red Kidney Beans, Net Wt.15.5oz.(439g), metal (tin) cans, 24 cans/15.5 oz. per case"
F-1534-2024,Diamond Shruumz Gummies - Micro Dose Hawaiian Punch UPC 755003861850
F-1172-2024,"H&NATURAL BRAZIL SEED 30 PIECES, PURE NATURAL SEMILLA DE BRASIL FOR 30 DAYS, 5 GRAMS PER BOX, ORANGE BOTTLE."
F-0159-2025,H-E-B	12/14.1oz GRDL PNCK MINI HSTYLE ORG-HEBUT	UPC 041220982714 TRADER JOE'S	16/11.3oz GRDL PNCK MINI HSTYLE ORG-TRDJO	UPC 686151803778
F-1311-2024,"Reese, SG FR Sweetener Blend, CM50"
F-1723-2024,Panaderia Guatemex - Curenitos packaged in plastic bag
F-1162-2024,"H&NATURAL 2 PACK! BRAZIL SEED 60 PIECES, PURE NATURAL SEMILLA DE BRASIL FOR 60 DAYS, 5 GRAMS PER BOX, 2 ORANGE BOXES."
F-0916-2024,"Rizo Bros Cotija (Grated) 8 oz.  UPC 72724200043 7 oz. UPC 7-27242-14022-5  Tio Francisco, Casa Cardenas 9 oz. UPC 7-27242-00022-2 & 8-11371-27109-4  Rizo Bros Cotija  8 oz.  UPC 7-27242-00043-7  Tio Francisco Cotija  14 oz.  7-27242-00517-3  Food City Cotija  16 oz.  Tio Francisco Cotija (Grated) 20 oz. UPC 7-27242-00056-7  Tio Francisco, San Carlos Available to consumers at retail deli counters in various sizes  Tio Francisco Cotija Enchilado 14 oz. UPC 7-27242-00535-7  Food City, Casa Cardenas Cotija Enchilado  16 oz.  Tio Francisco Cotija Enchilado Available to consumers at retail deli counters in various sizes  Tio Francisco Cotija Rallado 12 oz. UPC 7-27242-00021-5  Tio Francisco Cotija Rallado Available to consumers at retail deli counters in various sizes  Cotija (Bulk and grated bulk)"
F-1166-2024,"H&NATURAL BRAZIL SEED 30 PIECES, PURE NATURAL SEMILLA DE BRASIL FOR 30 DAYS, 5 GRAMS PER BOX, BLACK BOTTLE"
F-1720-2024,Panaderia Guatemex - Churros packaged in plastic bag
F-0932-2024,Chin Jung White Kimchi - 7 lb. 8 oz.(3.4 kg) plastic jars
F-1327-2024,"Avicel-plus GP 1615 Stabilizer System FCC, 1000 kg / 2204.62 bulk bag"
F-1260-2024,Supreme Tradition brand and Marcum brand ground cinnamon. Packaged in 1.5 oz and 2.25 oz clear plastics jars
F-1310-2024,"Germantown Dari Whip II, Stabilizer and Emulsifier System, 22.68 kg / 50 lb bag"
F-1038-2024,"Crumbled Cotija Net Wt. 5.6 lbs (300/0.3oz), Net Wt. 7.5 lbs (300/0.4 oz) Fontana, CA 92336 Plant #06-00333  Classic Castle Brand Crumbled Cotija Net Wt. 20 lbs, Net Wt. 5 lbs Fontana, CA 92336 Plant #06-00333  Classic Castle Brand Grated Cotija Net Wt. 20 lbs, Net Wt. 5 lbs Fontana, CA 92336 Plant #06-00333"
F-0213-2025,SELECTION	12/320g GRDL WFL WW-SLCTN	UPC	059749977678
F-1695-2024,Wiers Farm - Tomatillos packaged in 1lb cartons - case size dependent on customer
F-1257-2024,"Mucci Food Products, Ltd. Tiramisu Italian Dessert, 2, 4.25 lb trays per case"
F-0182-2025,PICS BY PRICE CHOPPER	6/29.6oz GRDL WFL BTRMLK RF - PRCHP	UPC	041735064905 FOOD LION	8/12.3oz GRDL WFL BTRMLK RF-FDLIN	UPC	035826091468 HANNAFORD	8/12.3oz GRDL WFL BTRMLK RF-HANNA	UPC	041268196302 FOODHOLD	8/12.3oz GRDL WFL BTRMLK RF-FDHLD	UPC	688267073960 SIGNATURE SELECT	8/12.3oz GRDL WFL BTRMLK RF-SIGSL	UPC	021130095681 BEST CHOICE	12/12.3oz GRDL WFL BTRMLK RF - BSTCH	UPC	070038356837 GOOD & GATHER	12/12.3oz GRDL WFL BTRMLK RF-GDGTR	UPC	085239157916 GIANT EAGLE	12/12.3oz GRDL WFL BTRMLK RF - GT/EG	UPC	030034011635 KROGER	12/12.3oz GRDL WFL BTRMLK RF - KROGR	UPC	011110878328 PICS BY PRICE CHOPPER	12/12.3oz GRDL WFL BTRMLK RF - PRCHP	UPC	041735157515 SCHNUCKS	12/12.3oz GRDL WFL BTRMLK RF - SCHNK	UPC	041318101027 SE GROCERS	12/12.3oz GRDL WFL BTRMLK RF - SEGGR	UPC	038259117101 SUNNY SELECT	12/12.3oz GRDL WFL BTRMLK RF - SUNNY	UPC	098487957627 WINCO FOODS	12/12.3oz GRDL WFL BTRMLK RF-WINCO	UPC	070552306134 CLOVER VALLEY	12/12.3oz GRDL WFL BTRMLK RF - CLVLY	UPC	686151403404 TOPS	12/12.3oz GRDL WFL BTRMLK RF - TOPTC	UPC	070784056050 BROOKSHIRE'S	12/12.3oz GRDL WFL BTRMLK RF - BRKSH	UPC	092825096658 PUBLIX	12/12.3oz GRDL WFL BTRMLK RF - PUBLX	UPC	641415001543 FOODHOLD	6/29.6oz GRDL WFL BTRMLK RF - FDHLD	UPC	688267002496 BEST CHOICE	8/29.6oz GRDL WFL BTRMLK RF - BSTCH	UPC	070038632818 FOOD LION	8/29.6oz GRDL WFL BTRMLK RF-FDLIN	UPC	035826091499 GIANT EAGLE	8/29.6oz GRDL WFL BTRMLK RF - GT/EG	UPC	030034038076 KROGER	8/29.6oz GRDL WFL BTRMLK RF - KROGR	UPC	011110789907 SE GROCERS	8/29.6oz GRDL WFL BTRMLK RF - SEGGR	UPC	038259117125 SUNNY SELECT	8/29.6oz GRDL WFL BTRMLK RF - SUNNY	UPC	098487957665 WINCO FOODS	8/29.6oz GRDL WFL BTRMLK RF - WINCO	UPC	070552306172 BROOKSHIRE'S	8/29.6oz GRDL WFL BTRMLK RF - BRKSH	UPC	092825096702 PUBLIX	8/29.6oz GRDL WFL BTRMLK RF - PUBLX	UPC	041415009547 SIGNATURE SELECT	4/29.6oz GRDL WFL BTRMLK RF-SIGSL	UPC	021130095940
F-1642-2024,Izzio Everything Sourdough. Single 24oz loaf packaged into plastic bag. 12 loaves per case.
F-1258-2024,"Marketside Brioche Rolls, Authentic French Recipe, Net Wt. (.88 OZ (280g)"
F-0841-2024,SOPRA  RICOTTA AMALFI 4/5#      SUPC/ITEM # 193650
F-1331-2024,"CRE-90 (RO1) Stabilizer System, 25 kg / 55.12 lb bag"
F-1305-2024,"Germantown Stabilizer 1772-II, Stabilizer and Emulsifier System, 22.68 kg / 50 lb bag"
F-0181-2025,WESTERN FAMILY	12/280g GRDL WFL BTRMLK - WSTCN	UPC	062639310141 GREAT VALUE	12/280g GRDL WFL BTRMLK - GRVLC	UPC	605388923455 NO NAME	12/280g GRDL WFL BTRMLK - NNAME	UPC	060383987688 COMPLIMENTS	12/280g GRDL WFL BTRMLK-CMPLM	UPC	055742500493 H-E-B	1/4.65lb GRDL WFL BTRMLK - HEBUT	UPC	00041220850921 HARRIS TEETER	12/12.3oz GRDL WFL BTR - HARTE	UPC	072036726476 GREAT VALUE	12/12.3oz GRDL WFL BTR-GRVAL	UPC	078742088587 H-E-B	12/12.3oz GRDL WFL BTRMLK - HEBUT	UPC	041220008209 GREAT VALUE	6/29.6oz GRDL WFL BTRMLK-GRVAL	UPC	078742087023 H-E-B	8/29.6oz GRDL WFL BTR - HEBUT	UPC	041220192977
F-0842-2024,GRANDE   RICOTTA SOPRAFFINA GRANDE 1/3#      SUPC/ITEM # 195351
F-0327-2025,a.) King Kullen brand Stuffed Artichokes; UPC: 85316-10061; 16 oz foam tray b.) Gracie's Kitchen brand Stuffed Artichokes; UPC: 85316-10055; 16 oz foam tray
F-1685-2024,Wiers Farm - Jalapenos packaged into 8oz bags - case size dependent on customer
F-0349-2025,a.) Wild by Nature brand Sliced Mixed Peppers; UPC: 85316-10102; 12 oz plastic container b.) Gracie's Kitchen brand Sliced Mixed Peppers; UPC: 85316-10007; 12 oz plastic container c.) Gracie's Kitchen brand Diced Tri Color Peppers; UPC: 85316-10023; 10 oz plastic container d.) Gracie's Kitchen brand Sliced Mixed Peppers; UPC: 85316-10102; 12 oz plastic container
F-0822-2024,AMBRIOLE MOLITERNO 7# WHEEL SUPC/ITEM # 8923
F-1332-2024,"CRE-90 (RO1) 25 KG Bag Lala, 25 kg / 55.12 lb bag"
F-0547-2025,1. Made Good Variety Pack	37ct	  2.MadeGood Variety Pack	7ct
F-0831-2024,GRANDE BURRATA GRANDE 4/1#     SUPC/ITEM # 19137
F-0205-2025,GIANT EAGLE	12/9oz GRDL WFL MINI HSTYLE - GT/EG	UPC	030034088347 PICS BY PRICE CHOPPER	12/9oz GRDL WFL MINI HSTYLE - PRCHP	UPC	041735010445 KRUSTEAZ	12/9oz GRDL WFL MINI HSTYLE-KRSTZ	UPC	041820818963
F-0055-2025,"Chois Kimchi Company Gluten Free Gochujang Red Chili Paste, packaged 16oz plastic pouch with spout, keep refrigerated. UP 8 58878 00330 8. Made By Chois Kimchi, LLC Portland, OR 97230."
F-1712-2024,"Green Peppers packaged as whole 10lb carton, whole 20lb carton, whole 5lb carton"
F-0332-2025,a.) King Kullen brand Fajita Mix; UPC: 85316-11090; 12 oz plastic container b.) Gracie's Kitchen brand Fajita Mix; UPC: 85316-10002; 12 oz plastic container
F-0167-2025,GORDON FOOD SERVICE	1/10.8lb GRDL WFL BLGN BFFT - GDNFS
F-0103-2025,"Aunt Millie s Bakehouse Texas Toast 3/4"" Sliced 22 OUNCE loaf.  12 unlabeled loaves per sale unit case, product code 9519.  Net. Wt. 16lbs 8oz."
F-1523-2024,Diamond Shruumz Infused Cones Sprinkles UPC 810133320063
F-0894-2024,"2-04585-0000 delivered as bulk product in approximately 50,000 lbs trailers"
F-1708-2024,"Freshire Farms - Green Beans packaged in plastic bags at 1lb, 14 bags per case"
F-0810-2024,"Notoginseng Formula Special Gout Granule; 100% Natural; 8 G x 10 PACKS; CITI TRADE INT'L LIMITED; ADDRESS: 3/FINTERNATIONAL PLAZA 20 SHEUNG YUET RD, KOWLOON BAY, KOWLOON; ""Nourish and helps the kidney with detoxification. Effectively dissolves uric acid crystals in joints. Has a curative effect on a variety of inflammatory symptoms caused by gout and high levels of uric acid, including pain and swollen joints."""
F-1163-2024,"H&NATURAL 2 PACK! BRAZIL SEED 60 PIECES, PURE NATURAL SEMILLA DE BRASIL FOR 60 DAYS, 5 GRAMS PER BOTTLE, 2 BLACK BOTTLES."
F-1713-2024,Panaderia Guatemex - Sheca Redonda packaged in plastic bag
F-0901-2024,"PB AP  delivered as bulk product in approximately 50,000 lbs trailers"
F-1779-2024,"Scortisoara macinata/ Ground cinnamon, 15 g, Paper cartons, 20 pieces per paper carton"
F-1092-2024,"El Chilar, Canela Molida,  Ground Cinnamon  NET WT. 1.25 Oz (35g) , BOPP Bag, 12 units per cases"
F-1648-2024,"Premo  King Club Footlong 11.5oz, clear plastic, UPC 612510094259, 4 retail packages per wholesale case"
F-1646-2024,"SAVPAK Duro 10x10, 8oz plastic bag, DISTRIBUTED BY: Southcoast Product Inc. Dallas, Texas 75215; UPC 29661 00076."
F-1519-2024,NaturesPlus ULTRA T-MALE Maximum Strength Testosterone Boost for Men 60 Bi-layer Tablets
F-0850-2024,SOPRA     RICOTTA AMALFI 1/5#           SUPC/ITEM # 193650P
F-1308-2024,"Grindsted WCS 1265 Stabilizer and Emulsifier System, 22.68 kg / 50 lb bag"
F-0827-2024,BEL GIOIOSO 12/1# EXACT COMBO SUPC/ITEM # 18304
F-1334-2024,"Grindsted SSD 6242 Stabilizer System, 22.68 kg/ 50 lb bag"
F-0908-2024,"Vandevi Compounded Asafoetida 50 gm, 100 gms 200 gm, 500 gm, 1 kg. Packaged in yellow plastic bottles with plastic shrink wrap blue/yellow labels."
F-1329-2024,"Germantown Enhance Plus Stabilizer System, 22.68 kg / 50 lb bag"
F-0885-2024,"DRIED SOFT 75 ENR 134348 delivered as bulk product in approximately 50,000 lbs trailers"
F-0826-2024,BELLISSIMO MASCARPONE SUPC/ITEM # 18270
F-0839-2024,BEL GIOIOSO PROVO SHARP 1/25#    SUPC/ITEM # 96317
F-1707-2024,"Freshire Farms - Jalapenos packaged in plastic bags at 8oz, 18 bags per case"
F-0830-2024,GRANDE  .33OZ FRESH CILIEGINE MOZZ 2/3#    SUPC/ITEM # 19134
F-0160-2025,KROGER	12/16.5oz GRDL PNCK ORIG-KROGR	UPC 011110811769
F-0893-2024,"2-00007-0000 delivered as bulk product in approximately 50,000 lbs trailers"
F-1541-2024,Diamond Shruumz Gummies - Mega/Extreme Dose Radical Rainbow UPC 810133320407
F-0166-2025,NATURES PATH ORGANIC	12/7.4oz GRDL WFL BCKWHE BRY ORG GF-NPTHO	UPC 058449590583 NATURES PATH ORGANIC	12/210g GRDL WFL BCKWHE BRY ORG GF-NPOCN	UPC 058449590576
F-0881-2024,"2ND CLEAR 1051664 delivered as bulk product in approximately 50,000 lbs trailers"
F-1668-2024,"Palmer Frosted Munchy Medley, A mixture of Sweet & Salty Favorites, Net Wt 15 oz., UPC 77232 37013, 8/15oz case"
F-1093-2024,"La Fiesta, Canela Molida, Cinnamon Ground, 0.87oz (24.8g), UPC #032327000449, packed in cello bags"
F-0324-2025,a.) King Kullen brand Pineapple Slices; UPC 85316-10007; 20 oz foam tray b) Wild By Nature brand Pineapple Slices; UPC: 85316-10007; 20 oz foam tray c.) King Kullen brand Pineapple Chunks; UPC: 85316-10386; 16 oz plastic container d.) King Kullen brand Pineapple Spears; UPC: 85316-10388; 16 oz plastic container e.) King Kullen brand Pineapple Slices; UPC: 85316-10542; 16 oz plastic container f.) Wild By Nature brand Pineapple Chunks; UPC: 85316-10380; 12 oz plastic container g.) Wild By Nature brand Pineapple Chunks: UPC: 85316-10386; 16 oz plastic container h.) Gracie's Kitchen brand Pineapple Spears; UPC: 85316-10341; 16 oz plastic container i.) Gracie's Kitchen brand Pineapple Chunks; UPC: 85316-10354; 16 oz plastic container j.) Gracie's Kitchen brand Pineapple Chunks; UPC: 85316-10380; 12 oz plastic container k.) Gracie's Kitchen brand Pineapple Cup; UPC: 85316-10386; 16 oz plastic container l.) King Kullen brand Pineapple Chunks; UPC: 85316-10380; 12 oz plastic container
F-1159-2024,Brazil Seed Net WT 0.18 oz (5g)
F-0209-2025,DUNCAN HINES	1/3.36kg GRDL WFL ORIG - DUNHN	UPC	091479060282
F-0197-2025,WEGMANS	12/7.4oz GRDL WFL HSTYLE ORG - WEGMN	UPC	077890481400 NATURE'S BASKET	12/7.41oz GRDL WFL HSTYLE ORG-NTBKU	UPC	030034944483 NATURE'S PROMISE	12/7.4oz GRDL WFL HSTYLE ORG - NTRPR	UPC	688267058431 O ORGANICS	12/7.4oz GRDL WFL HSTYLE ORG-OORGN	UPC	079893801155 SIMPLE TRUTH ORGANIC	12/7.4oz GRDL WFL HSTYLE ORG-SMPTR	UPC	011110012302 365 ORGANIC	12/7.4oz GRDL WFL HSTYLE ORG - 365OR	UPC	099482436964 H-E-B	12/8.25oz GRDL WFL HSTYLE ORG-HEBUT	UPC	041220708307 WEGMANS	1/3.7lb GRDL WFL HSTYLE ORG - WEGMN	UPC	077890481394 SIMPLE TRUTH ORGANIC	12/19.75oz GRDL WFL HSTYLE ORG-SIMTR	UPC	011110138293 WILD HARVEST	12/7.41oz GRDL WFL HSTYLE ORG - WLDH2	UPC	711535503873
F-1345-2024,Baraka brand ground black pepper packaged in 7oz retail containers with UPC 8 22514 26626 6; 10 units per case
F-1724-2024,Panaderia Guatemex - Gusano packaged in plastic bag
F-1796-2024,"Asli Cinnamon Powder, 7oz clear plastic pouch, UPC 703440150723"
F-1477-2024,1. Greens Gaia Organic Spring Mix; 6x1.7 clamshell; UPC: 850039434075 / 2. Greens Gaia Organic Spring Mix; 6x1.7 clamshell; UPC: 850039434082 / 3. Greens Full Circle Organic Spring Mix; 6x10 clamshell; UPC: 036800490529 / 4. Greens Solata Spring Mix; 6x10 clamshell; UPC: 85002149475 / 5. Greens Gaia Organic Spring Mix 6x10 clamshell; UPC: 850021494858 / 6. Greens Full Circle Organic Spring Mix; 6x16 clamshell; UPC: 036800288744 / 7. Greens Gaia Organic Spring Mix 8x45 clamshell; UPC: 850021494971 / 8. Greens Full Circle Organic Spring Mix 8x5 clamshell; UPC: 036800179882 / 9. Greens Solata Spring Mix 8x5 clamshell; UPC: 854311007032 / 10. Greens Uncle Vinny's Spring Mix 8x5 clamshell; UPC: 804879133414 / 11. Greens Bulk Spring Mix; 2x1.5 bags; Codes: 40606 and 11006
F-1753-2024,Ground cinnamon.   Supreme Tradition brand ground cinnamon packaged in 2.25 oz clear plastics jars with black lids.  UPC: 639277656377 Marcum brand ground cinnamon packaged in 1.5 oz clear plastic jars with black lids. UPC:051933364035
F-0829-2024,GRANDE  1.5OZ FRESH BOCCONCINI MOZZ 2/3#   SUPC/ITEM # 19132
F-1203-2024,12 oz Aluminum cans of root beer packaged 12 cans per carton. 2/12pks per case
F-0194-2025,NO NAME	1/1.68kg GRDL WFL HSTYLE - NNAME	UPC	060383987756 WESTERN FAMILY	12/280g GRDL WFL HSTYLE - WSTCN	UPC	062639310165 GREAT VALUE	12/280g GRDL WFL HSTYLE - GRVLC	UPC	681131712934 NO NAME	12/280g GRDL WFL HSTYLE - NNAME	UPC	060383987664 YELLOH	12/19.75oz GRDL WFL HSTYLE-YLLOH	UPC	810038681535 GORDON FOOD SERVICE	4/74oz GRDL WFL HSTYLE - GDNFS	UPC	093901894793 KRUSTEAZ	12/12.3oz GRDL WFL HSTYLE - KRSTZ	UPC	686151903393 HARRIS TEETER	12/12.3oz GRDL WFL HSTYLE - HARTE	UPC	072036726469 GREAT VALUE	12/12.3oz GRDL WFL HSTYLE-GRVAL	UPC	078742088532 H-E-B	12/12.3oz GRDL WFL HSTYLE - HEBUT	UPC	041220008216 KRUSTEAZ	1/3.7lb GRDL WFL HSTYLE - KRSTZ	UPC	00686151903409 GREAT VALUE	6/29.6oz GRDL WFL HSTYLE-GRVAL	UPC	 HARRIS TEETER	8/29.6oz GRDL WFL HSTYLE - HARTE	UPC	072036726513 H-E-B	8/29.6oz GRDL WFL HSTYLE - HEBUT	UPC	041220192953 DUNCAN HINES	1/3.36kg GRDL WFL HSTYLE - DUNHN	UPC	091479060299 GREAT VALUE	12/560g GRDL WFL HSTYLE - GRVLC	UPC	628915641950 NO NAME	12/560g GRDL WFL HSTYLE - NNAME	UPC	060383987718
F-1270-2024,6. Mother s Day love purse
F-1611-2024,"Dolcezza Vanilla Bean 16 fl oz/1 pint, UPC 857838006168. Packaged in paper containers, 8 containers per case."
F-0170-2025,PRESIDENT'S CHOICE	12/320g GRDL WFL BLBRY GF-PCHOI	UPC	060383038663 WILD HARVEST	12/11.3oz GRDL WFL BLBRY GF-WLDHR	UPC	711535515173 WEGMANS	12/11.3oz GRDL WFL BLBRY GF-WEGMN	UPC	077890519653 FULL CIRCLE	12/11.3oz GRDL WFL BLBRY GF-FULLC	UPC	036800486980 FOODHOLD	12/11.3oz GRDL WFL BLBRY GF-FDHLD	UPC	688267562754 COMPLIMENTS	12/320g GRDL WFL BLBRY GF-CMPLM	UPC	055742563177
F-0145-2025,La Bonne Vie Camembert 8oz UPC 820581678616; 6 retail units per case
F-0141-2025,"Great Value Cinnamon Rolls 16.5oz UPC 078742201160, 12 retail units per case"
F-1716-2024,Panaderia Guatemex - Corona packaged in plastic bag
F-1717-2024,Panaderia Guatemex - Liso packaged in plastic bag
F-0832-2024,GALBANI SMOKED PROV 3/12#     SUPC/ITEM # 19422
F-0833-2024,GRANDE  RICOTTA SOPRAFFINA 6/3#      SUPC/ITEM # 19535
F-1328-2024,"GS 1134 Kreme WIP, 25 kg / 55.12 lb bag"
F-0778-2024,"Market Basket, Organic Trek Mix, 11oz & 14oz. plastic resealable bags . 8/11oz & 12/14oz bags per case."
F-1479-2024,1. Greens Solata 5050; 6x10 clamshell; UPC: 850021494766 /  2. Greens Gaia Organic 5050; 6x10 clamshell; UPC: 850021494827 / 3. Greens Gaia Organic 50/50 blend; 8x45 clamshell; UPC: 850021494919 / 4. Greens Gaia Organic 50/50; 8x45 clamshell; UPC: 850021494957 / 5. Greens Full Circle Organic 5050; 8x5 clamshell; UPC: 036800341562 / 6. Greens Solata 50/50 Blend; 8x5 clamshell; UPC: 854311007070 / 7. Greens Uncle Vinny's 50/50 blend; 8x5 clamshell; UPC: 804879525158 / 8. Greens Solata 50/50 Blend; 8x5 clamshell; UPC: 854311007087 / 9. Greens Uncle Vinny's 5050; 8x5 clamshell; UPC: 804879525165 /
F-1350-2024,"Newly Weds Foods, LLC S07548 Starch WPC Blend 30lb bag"
F-0880-2024,"160919 FLR BLE WINTER delivered as bulk product in approximately 50,000 lbs trailers"
F-0900-2024,"NON-HUMAN CONSUMPTION delivered as bulk product in approximately 50,000 lbs trailers"
F-1321-2024,"Grindsted TH GSD 2272 Stabilizer and Emulsifier System, bulk tote"
F-0070-2025,"Home Alone International Delight Peppermint Mocha Zero Sugar, 32oz plastic bottle, 6 bottles per case. Refrigerated."
F-0342-2025,a.) King Kullen brand Halo Bowl; UPC: 85316-10390; 28 oz plastic container b.) Wild by Nature brand Halo Bowl; UPC: 85316-10390; 28 oz plastic container c.) Gracie's Kitchen brand Halo Bowl; UPC: 85316-10312; 28 oz plastic container
F-1259-2024,Amyloid Complete
F-0927-2024,Cheddar Conventional (bulk)
F-1715-2024,Panaderia Guatemex - Conchas Guatemala packaged in plastic bag
F-1736-2024,"Lunds & Byerlys Deli Guacamole, Item 85999.  Net Wt 56 oz.  Keep Refrigerated."
F-0105-2025,"Gordon Food Service Hawaiian Pull-Apart Dinner Rolls Unsliced 1.25 Ounce. 10 unlabeled 12CT PKGS per sale unit case, product code 7148.  Net. Wt. 9lbs. 6oz."
F-1097-2024,EarthSweet¿ Chewables CellularActive¿ Methylfolate 1000 mcg; 90 chewable tablets packaged in an amber glass botte with purple lid
F-1718-2024,Panaderia Guatemex - Besos packaged in plastic bag
F-1649-2024,"Premo  Meat Lovers  7oz, clear plastic, UPC 612510093832, 4 retail packages per wholesale case"
F-1390-2024,"Tejocote Root Products under the following brands: Eva Nutrition, Science of Alpha Mexican, NWL Nutra Mexican, and Niwali Mexican"
F-1764-2024,Guacamole & Pico de Gallo Combo $7.99 - 16 oz  639123880574    Guacamole Chunky Medium - 14 oz  639123880161    Guacamole Chunky Mild - 14 oz  639123880154    Guacamole Blender Mild $5.99 - 12 oz  639123880789     Plastic Clam-Shell Container
F-1680-2024,Wiers Farm - Serrano Peppers packaged in 4oz plastic bag - 5lbs per case
F-1518-2024,"Campanelle (vegan) Dried, net wt. 10oz. in clear package with green/back printings on whie label. UPC 850049624022."
F-1299-2024,Della Fattoria Sicilian Semolina
F-1075-2024,Dole Premium Kit Endless Summer UPC 71430010730
F-1322-2024,"Cremodan SL-64-A Stabilizer System, 25 kg / 55.12 lb bag"
F-0183-2025,GOOD & GATHER	12/10.72oz GRDL WFL BTRMLK VAN PRTN-GDGTR	UPC	085239157961 H-E-B HIGHER HARVEST	12/10.72oz ORIG PRTN-HEBHH	UPC	041220013685 BETTERGOODS	12/13.4oz GRDL WFL BTRMLK VAN PRTN-BTRGD	UPC	194346252749 BREAKFAST BEST	12/13.4oz GRDL WFL BTRMLK VAN PRTN-BKBST	UPC	4099100313000 SIMPLE TRUTH	12/13.4oz GRDL WFL BTRMLK VAN PRTN - SMPTR	UPC	011110108135
F-1149-2024,"Windsor Black Peppercorns, 34g grinder, UPC 0 66010 08200 9, 6 units per wholesale case"
F-0152-2025,BREAKFAST BEST 12/12.3oz MXD CS GRDL WFL PMPKN/CINN-BKBST UPC 4061463257208
F-0164-2025,WEGMANS	12/7.4oz GRDL WFL BLBRY ORG - WEGMN	UPC 077890481417 NATURE'S PROMISE	12/7.4oz  GRDL WFL BLBRY ORG - NTRPR	UPC 688267058448 O ORGANICS	12/7.4oz GRDL WFL BLBRY ORG-OORGN	UPC 079893801162 365 ORGANIC	12/7.4oz  GRDL WFL BLBRY ORG - 365OR	UPC 099482436971 SIMPLE TRUTH ORGANIC	12/7.4oz GRDL WFL BLBRY ORG-SIMTR	UPC 011110012883
F-0335-2025,a.) King Kullen brand Mirepoix; UPC: 85316-10167; 20 oz plastic container b.) Gracie's Kitchen brand Mirepoix; UPC: 85316-10167; 20 oz plastic container
F-0138-2025,154784	1 / 5LB	IMPERIALFRESH	PROC FAJITA GRN PEPRED PEP W	All lot codes
F-0156-2025,SE GROCERS	12/16.5oz GRDL PNCK HSTYLE-SEGGR	UPC 038259117194 PICS BY PRICE CHOPPER	12/16.5oz GRDL PNCK HSTYLE-PRCHP	UPC 041735157386
F-0069-2025,"Dry Dates, 50 lb. bag"
F-1320-2024,Grindsted Sweet Roll Dough Blend 2 Stabilizer & Emulsifier System 22.68 kg / 50 lb bag
F-1074-2024,Dole Cajun Ranch Chopped Kit UPC 71430002063
F-1722-2024,Panaderia Guatemex - Pegado packaged in plastic bag
F-0849-2024,GRANDE    .33OZ FRESH CILIEGINE MOZZ 1/3#          SUPC/ITEM # 19134P
F-1679-2024,Wiers Farm - Green Beans packaged in varied weighted bags
F-1794-2024,"Terrafina Golden Raisins Net Wt. 10oz (283g) UPC:847938001385. Packaged in a plastic container, 8 containers per case."
F-0413-2025,Cal Yee's New Orleans Hot Mix (1-lb plastic bag)
F-0210-2025,TRADER JOE'S	24/9.9oz GRDL WFL PMPKN - TRDJO	UPC	000000517263
F-1006-2024,Ready Pac Bistro Fresh Mex Chopped Kit 10.5 oz. UPC 077745256108
F-1737-2024,"Bovine Collagen Peptide.  Powder, Grade A, Cowhide Source.  Net Weight:  20.0 kg.  Made in China."
F-0824-2024,AURICCHIO CREMA AL REGGIANO 4/1.1# SUPC/ITEM # 8927
F-1517-2024,"Orzo (vegan) Dried, net wt. 10oz in clear package with green/back printings on white label. UPC 810135110747."
F-1154-2024,"MK Cinnamon Powder, 45g, plastic bottle"
F-1754-2024,El Servidor Corp Ground Cinnamon Net Wt. 1.5 oz. UPC: 745245113244. Packaged in clear plastic bag. 12 bags per case. Gutierrez Distributor Canela Molida Ground Cinnamon  1.5 oz. UPC: 852705000164 Packaged in clear plastic bag.
